"Part #","Description","Effective From","Multiplication Factor(Part)","USD PRICE","",""
"14036EE000","GSKT-EXH MANIF","1/31/2015 5:30","1","33.29","",""
"140411HA1A","ORNAMENT ASSY-E","2/15/2017 5:30","1","131.01","",""
"140411HA1B","ORNAM ASSY-ENG","4/5/2017 5:30","1","37.30","",""
"140462061R","SHIELD-ENG NOIS","1/22/2019 5:30","1","110.84","",""
"140465284R","SHIELD-ENG","1/22/2019 5:30","1","110.84","",""
"140483316R","MLDG-ENG","4/1/2015 5:30","1","114.75","",""
"140486220R","MLDG-ENG","4/1/2015 5:30","1","77.39","",""
"140490012R","LUG-SUPPORTING","4/1/2015 5:30","1","6.39","",""
"140491123R","SUPT-ENG MLDG","12/25/2015 5:30","1","15.99","",""
"140497273R","LUG-SUPPORTING,","1/22/2019 5:30","1","13.40","",""
"140529651R","SHIM-INTAKE COV","3/15/2017 5:30","1","1.93","",""
"140531594R","PIPE-WATER,ELEC","4/1/2015 5:30","1","21.39","",""
"140531KX0A","PIPE ASSY-WATER","1/31/2015 5:30","1","3.71","",""
"14053JA12D","PIPE-WATER,OIL","12/28/2016 5:30","1","27.49","",""
"14053JG76A","PIPE ASSY-HEATE","1/31/2015 5:30","1","23.97","",""
"14053JK21C","PIPE ASSY-MANIF","12/20/2016 5:30","1","26.05","",""
"14053JY02A","PIPE ASSY-HEATE","4/1/2015 5:30","1","39.88","",""
"14053JY03A","PIPE ASSY-HEATE","1/31/2015 5:30","1","27.76","",""
"14053JY04A","PIPE ASSY-HEATE","4/1/2015 5:30","1","45.69","",""
"14053JY05A","PIPE ASSY-HEATE","1/31/2015 5:30","1","27.76","",""
"14053JY06A","PIPE ASSY-WATER","4/1/2015 5:30","1","52.38","",""
"140551HC0B","HOSE-WATER","1/31/2015 5:30","1","1.87","",""
"140551HC5B","HOSE-WATER","1/31/2015 5:30","1","1.94","",""
"140553754R","TUBE-WATER.EGR","4/1/2015 5:30","1","12.46","",""
"140553AA0A","HOSE-WATER","3/4/2015 5:30","1","20.09","",""
"140553AA1A","HOSE-WATER","5/30/2015 5:30","1","40.13","",""
"140553AA2A","HOSE-WATER","5/30/2015 5:30","1","10.55","",""
"140553AA2B","HOSE-WATER","3/4/2015 5:30","1","5.29","",""
"140553AA3A","HOSE-WATER","5/30/2015 5:30","1","22.16","",""
"140553AA3B","HOSE-WATER","3/4/2015 5:30","1","11.11","",""
"140553BM0A","HOSE-WATER","5/30/2015 5:30","1","40.13","",""
"140553BM0B","HOSE-WATER","5/30/2015 5:30","1","40.13","",""
"140553VA0B","HOSE-WATER","3/4/2015 5:30","1","20.09","",""
"140553VA1B","HOSE-WATER","3/4/2015 5:30","1","20.09","",""
"140556604R","TUBE-WATER.EGR","4/1/2015 5:30","1","22.08","",""
"140559935R","TUBE-WATER.EGR","4/1/2015 5:30","1","17.52","",""
"14055ET110","HOSE-WATER","4/1/2015 5:30","1","12.10","",""
"14055ET80B","HOSE-WATER","4/1/2015 5:30","1","25.53","",""
"14055ET82A","HOSE-WATER","4/1/2015 5:30","1","12.10","",""
"14055JG800","HOSE-WATER","1/31/2015 5:30","1","11.74","",""
"14055JG810","HOSE-WATER","1/31/2015 5:30","1","11.74","",""
"14055JY01A","HOSE-WATER","4/1/2015 5:30","1","31.66","",""
"140564295R","TUBE-WATER, THR","4/1/2015 5:30","1","19.58","",""
"140567442R","TUBE-WATER, THR","4/1/2015 5:30","1","23.90","",""
"140567752R","TUBE-WATER, THR","4/27/2017 5:30","1","5.36","",""
"140567826R","TUBE-WATER, THR","4/27/2017 5:30","1","4.95","",""
"14056JN00A","HOSE-WATER","12/20/2016 5:30","1","8.78","",""
"14056JN01A","HOSE-WATER","12/20/2016 5:30","1","8.78","",""
"140644568R","STUD-EXH MANIF","7/23/2019 5:30","1","1.74","",""
"140644675R","STUD","9/21/2017 5:30","1","2.17","",""
"140649535R","STUD-EXH MANIF","1/22/2019 5:30","1","0.17","",""
"14064JD00A","STUD-EXH MANIF,","1/31/2015 5:30","1","2.42","",""
"140697J50A","BOLT-HEX HD,SPL","10/3/2015 5:30","1","1.12","",""
"1406982F0B","BOLT-HEX HD,SPL","1/22/2019 5:30","1","14.49","",""
"140699648R","SCREW","1/22/2019 5:30","1","2.15","",""
"14069CK90A","BOLT-HEX HD,SP","3/15/2017 5:30","1","1.09","",""
"14069EN22A","BOLT-HEX FLANGE","10/3/2015 5:30","1","0.78","",""
"14069EY00B","BOLT-FRONT COVE","12/20/2016 5:30","1","1.12","",""
"14069JD00A","BOLT-HEX HD,SPL","10/3/2015 5:30","1","1.12","",""
"14069JD20A","BOLT","12/12/2017 5:30","1","2.63","",""
"14069JD20B","BOLT-HEX HD,SPL","1/31/2015 5:30","1","2.42","",""
"14069JD70A","BOLT","10/3/2015 5:30","1","3.19","",""
"14069JG30A","BOLT-HEX FLANGE","3/4/2015 5:30","1","2.42","",""
"14069JG70A","BOLT-HEX HD,SPL","4/1/2015 5:30","1","1.98","",""
"14075ED30A","CONN-WATER","3/23/2017 5:30","1","2.80","",""
"14076JG70A","BRACKET-HEATER","1/31/2015 5:30","1","5.26","",""
"14076JG71A","BRACKET-HEATER","1/31/2015 5:30","1","5.26","",""
"14076JY00A","BRKT-HEATER PIP","4/1/2015 5:30","1","60.40","",""
"140797120R","SEAL-TURBO OUT","1/22/2019 5:30","1","26.90","",""
"14094JD00A","NUT-SPL","10/3/2015 5:30","1","0.91","",""
"140C19431R","BOLT","1/22/2019 5:30","1","1.72","",""
"140C23RA0A","MANIF ASSY-EXH,","5/8/2018 5:30","1","121.58","",""
"140E28AA0A","MANIF ASSY-EXH,","1/31/2015 5:30","1","394.77","",""
"1411015900","CAMSHAFT ASSY-I","4/1/2015 5:30","1","317.12","",""
"1411315910","TARGET-CAMSHAFT","4/1/2015 5:30","1","111.72","",""
"1411415910","RSM SCR-ROUND H","4/1/2015 5:30","1","1.91","",""
"1412015900","CAMSHAFT ASSY-E","4/1/2015 5:30","1","317.12","",""
"1423115910","SCR-CAMSHAFT PU","4/1/2015 5:30","1","1.91","",""
"1425215910","SCR-CAMSHAFT PU","4/1/2015 5:30","1","1.91","",""
"1441100Q1C","A CHARGER TURBO","5/8/2018 5:30","1","1543.13","",""
"144110420R","TURBO REWORKED","4/1/2015 5:30","1","988.53","",""
"144112088R","TURBO CHARGER.","1/22/2019 5:30","1","348.82","",""
"144113163R","TURBO CHARGER.","1/22/2019 5:30","1","348.82","",""
"144113321R","TURBO CHARGER..","4/5/2017 5:30","1","703.08","",""
"144113792R","TURBO CHARGER..","1/22/2019 5:30","1","348.82","",""
"144116577R","TURBO CHARGER","2/19/2019 5:30","1","543.09","",""
"144159991R","GSKT-TURBO.EXH","1/22/2019 5:30","1","17.16","",""
"1442315900","SFT-TENS ARM","4/1/2015 5:30","1","6.33","",""
"144400131R","DUCT-EXH GAS,TU","1/22/2019 5:30","1","51.44","",""
"144408426R","DUCT-EXH GAS,TU","1/22/2019 5:30","1","120.92","",""
"144459592R","SEAL-DUCT, TURB","3/16/2019 5:30","1","16.82","",""
"14450JG70A","INSULATER-HEAT","3/4/2015 5:30","1","46.69","",""
"1446000QAG","TUBE ASSY-INLET","1/31/2015 5:30","1","129.05","",""
"144600400R","DUCT COMPL-EXCH","4/4/2016 5:30","1","113.29","",""
"144600661R","DUCT-AIR, TURBO","1/22/2019 5:30","1","239.76","",""
"144601HA0C","TUBE ASSY-INLET","1/31/2015 5:30","1","12.02","",""
"144601HA1A","TUBE ASSY-INLET","4/1/2015 5:30","1","108.99","",""
"144601HA2D","TUBE ASSY-INLET","5/21/2019 5:30","1","61.13","",""
"144602487R","DUCT-AIR,TURBO","4/4/2016 5:30","1","202.30","",""
"144603877R","DUCT-EXCHANGER","4/4/2016 5:30","1","71.54","",""
"144603UC0B","TUBE ASSY-INLET","4/4/2016 5:30","1","198.95","",""
"144604018R","DUCT-AIR, TURBO","12/18/2018 5:30","1","203.19","",""
"144604527R","AIR INLET","5/2/2019 5:30","1","67.51","",""
"144604599R","DUCT-EXCHANGER","4/5/2017 5:30","1","92.10","",""
"144607625R","DUCT COMPL-EXCH","1/22/2019 5:30","1","136.01","",""
"144607633R","DUCT-EGR VALVE","1/22/2019 5:30","1","49.84","",""
"144608245R","DUCT-AIR, TURBO","1/22/2019 5:30","1","245.39","",""
"144609034R","DUCT-AIR, TURBO","1/22/2019 5:30","1","209.90","",""
"144609116R","DUCT-EXCHANGER","1/22/2019 5:30","1","118.46","",""
"144609278R","TUBE ASSY-AIR","1/22/2019 5:30","1","49.84","",""
"144609369R","TUBE ASSY-AIR","2/15/2019 5:30","1","118.46","",""
"144609905R","HOSE","1/22/2019 5:30","1","117.02","",""
"144609U20B","TUBE ASSY-INLET","1/31/2015 5:30","1","85.58","",""
"14460BC403","TUBE ASSY-INLET","1/31/2015 5:30","1","169.09","",""
"14460JD70B","TUBE ASSY","4/4/2016 5:30","1","124.31","",""
"14460JG70A","TUBE ASSY","4/4/2016 5:30","1","54.02","",""
"14460JG72A","TUBE ASSY-INLET","1/31/2015 5:30","1","50.49","",""
"14460JY00A","TUBE ASSY-INLET","4/1/2015 5:30","1","117.27","",""
"14460JY00C","TUBE-INLET","4/4/2016 5:30","1","58.72","",""
"14460JY00D","TUBE-INLET.","4/1/2015 5:30","1","117.27","",""
"14460JY01A","TUBE ASSY-INLET","1/22/2019 5:30","1","198.95","",""
"14460JY02A","AIR INTAKE PIPE","4/1/2015 5:30","1","123.61","",""
"144611HA0A","COOLER ASSY-INT","5/21/2019 5:30","1","99.54","",""
"144613UC0C","COOLER ASSY-INT","4/4/2016 5:30","1","345.65","",""
"14461JG70C","COOLER-INTER..","5/21/2019 5:30","1","354.33","",""
"14461JX51A","CHARGE AIR COOL","1/31/2015 5:30","1","180.52","",""
"144630767R","TUBE-AIR TURBO","6/2/2015 5:30","1","60.23","",""
"144631HA1B","HOSE-AIR INLET","5/21/2019 5:30","1","68.22","",""
"144631HA1D","HOSE-AIR INLET","1/31/2015 5:30","1","45.52","",""
"144633AD0A","HOSE-AIR INLET","5/21/2019 5:30","1","119.38","",""
"144637670R","TUBE-AIR TURBO.","1/22/2019 5:30","1","123.89","",""
"144639U20D","HOSE-AIR INLET","1/31/2015 5:30","1","19.32","",""
"14463JG70C","HOSE-AIR INLET.","4/1/2015 5:30","1","123.89","",""
"14463JG71C","HOSE-AIR INLET.","1/31/2015 5:30","1","59.93","",""
"14463JG72A","HOSE-AIR INLET","4/4/2016 5:30","1","64.12","",""
"14463JX50A","HOSE-AIR INLET","5/8/2018 5:30","1","106.11","",""
"1446400QAH","CLAMP-HOSE.","1/31/2015 5:30","1","1.51","",""
"14464AY901","CLAMP-HOSE","1/31/2015 5:30","1","1.63","",""
"14464BC40A","CLAMP-HOSE","1/31/2015 5:30","1","1.07","",""
"14464BN301","CLP-HOSE,TURBO","1/31/2015 5:30","1","13.44","",""
"14464BN302","CLP-HOSE,TURBO","1/31/2015 5:30","1","13.44","",""
"14464BN309","CLP-HOSE,TURBO","1/31/2015 5:30","1","13.44","",""
"144654P200","GASKET","1/31/2015 5:30","1","2.42","",""
"144654P210","GASKET-INLET TU","10/3/2015 5:30","1","3.19","",""
"1446700QAE","BRACKET-AIR INL","1/31/2015 5:30","1","2.24","",""
"14467JG70A","BRACKET-TUBE","1/31/2015 5:30","1","43.80","",""
"14467JG71A","BRKT-AIR INLET","1/31/2015 5:30","1","34.03","",""
"1446900QAC","TUBE ASSY-AIR","1/31/2015 5:30","1","41.43","",""
"144779U20A","MOUNTING ASSY-R","1/31/2015 5:30","1","5.85","",""
"1448000QAA","PIN-SNAP","1/31/2015 5:30","1","1.80","",""
"1448600QAK","BRACKET-INTERCO","1/31/2015 5:30","1","8.46","",""
"144861HA0A","TUBE ASSY-BOOST","1/31/2015 5:30","1","7.24","",""
"14486JY70A","BRKT-INTER COOL","4/5/2017 5:30","1","9.24","",""
"144871HA0A","BRACKET-INTER C","1/31/2015 5:30","1","5.06","",""
"144960024R","COOLER-AIR SUPE","4/1/2015 5:30","1","255.95","",""
"144965154R","COOLER-AIR SUPE","4/5/2017 5:30","1","181.92","",""
"144966051R","COOLER-AIR SUPE","1/22/2019 5:30","1","216.29","",""
"144966078R","COOLER-AIR SUPE","1/22/2019 5:30","1","255.95","",""
"144966202R","COOLER-AIR SUPE","1/22/2019 5:30","1","178.97","",""
"144967634R","COOLER-AIR SUPE","1/22/2019 5:30","1","178.97","",""
"144968841R","COOLER ASSY-INT","4/5/2017 5:30","1","362.93","",""
"144979U21A","SPCR-TUBE","1/31/2015 5:30","1","7.46","",""
"144989543R","TUBE-WATER.TURB","4/1/2015 5:30","1","19.14","",""
"14498JY00A","TUBE ASSY-WATER","4/1/2015 5:30","1","61.77","",""
"144993327R","TUBE-WATER.TURB","4/1/2015 5:30","1","24.91","",""
"144B0JG70A","PUMP ASSY-TURBO","4/1/2015 5:30","1","259.06","",""
"144C0JG70A","BRACKET-INTER C","1/31/2015 5:30","1","11.09","",""
"144C36554R","LUG-FIXING, AIR","5/16/2018 5:30","1","3.37","",""
"144D02076R","SUPT-TURBO","6/2/2015 5:30","1","4.15","",""
"144D03985R","SUPT-TURBO","6/2/2015 5:30","1","4.15","",""
"1465000Q1E","PUMP ASSY","12/20/2016 5:30","1","482.17","",""
"1465000Q2C","PUMP ASSY","3/4/2015 5:30","1","166.92","",""
"146502018R","PUMP-VAC, BRAKE","4/1/2015 5:30","1","178.39","",""
"146505272R","PUMP-VAC, BRAKE","1/22/2019 5:30","1","158.64","",""
"146507702R","PUMP-VAC,BRAKE","4/1/2019 5:30","1","158.64","",""
"146582446R","SEAL VAC PUMP","1/22/2019 5:30","1","5.48","",""
"147100385R","VALVE-EGR","4/1/2015 5:30","1","201.03","",""
"147102974R","VALVE-EGR","1/22/2019 5:30","1","131.25","",""
"147105543R","VALVE-EGR","4/4/2016 5:30","1","180.93","",""
"147225050R","EGR GUIDE TUBE","1/22/2019 5:30","1","1.98","",""
"147341012R","STRUT-EGR EXC","1/22/2019 5:30","1","11.26","",""
"147350718R","EXCHANGER-EGR.","1/22/2019 5:30","1","120.94","",""
"147357493R","EXCHANGER-EGR..","1/22/2019 5:30","1","120.94","",""
"147359714R","EXCHANGER-EGR","1/22/2019 5:30","1","176.54","",""
"1474600Q0B","COLLAR-MOUNTING","4/1/2015 5:30","1","1.58","",""
"14746AY900","COLR RUB-MTG","4/1/2015 5:30","1","1.39","",""
"1477500QAB","PIPE-CONNECTOR","1/31/2015 5:30","1","4.48","",""
"148061213R","LABEL-GAS W/O L","1/31/2015 5:30","1","1.09","",""
"14806AY60B","LABEL-DIESEL GA","10/3/2015 5:30","1","0.69","",""
"148095X20A","LABEL-CAUTION,S","8/11/2017 5:30","1","0.27","",""
"148671376R","CLIP-TUBE SUPPO","4/1/2015 5:30","1","1.78","",""
"148673298R","CLIP-TUBE SUPPO","4/1/2015 5:30","1","1.97","",""
"148673598R","CLIP-TUBE SUPPO","4/1/2015 5:30","1","1.50","",""
"148673822R","CLIP-TUBE SUPPO","4/1/2015 5:30","1","3.84","",""
"148674477R","CLIP-TUBE SUPPO","4/1/2015 5:30","1","2.99","",""
"148674818R","CLIP-TUBE SUPPO","9/21/2017 5:30","1","0.39","",""
"148677428R","CLIP-TUBE SUPPO","4/1/2015 5:30","1","1.74","",""
"148677988R","CLIP-TUBE SUPPO","1/22/2019 5:30","1","4.11","",""
"149111454R","TUBE-FUEL VAPOU","1/22/2019 5:30","1","11.03","",""
"149112140R","TUBE-FUEL VAPOU","7/23/2019 5:30","1","8.35","",""
"149116837R","HOSE EVAPO","9/25/2019 5:30","1","12.77","",""
"149121HA0A","HOSE ASSY-EVAP","1/31/2015 5:30","1","8.12","",""
"149121HA1A","HOSE EVAPO","1/31/2015 5:30","1","8.12","",""
"149121HA2A","HOSE EVAPO","1/31/2015 5:30","1","8.12","",""
"149121HC1B","HOSE-EVAP CONT","1/31/2015 5:30","1","4.17","",""
"149123AW0A","HOSE ASSY-EVAP","1/31/2015 5:30","1","19.02","",""
"149123AW1A","HOSE-FUEL VAPOR","1/31/2015 5:30","1","5.85","",""
"149123AW2A","HOSE-FUEL VAPOR","1/31/2015 5:30","1","5.85","",""
"149123RA5A","HOSE-EVAP CONT","6/3/2015 5:30","1","5.53","",""
"149124258R","TUBE-EVAPO CONT","1/22/2019 5:30","1","7.88","",""
"149129652R","TUBE-FUEL VAPOU","1/22/2019 5:30","1","11.69","",""
"149129Y50A","TUBE-EVAPO CONT","1/31/2015 5:30","1","17.59","",""
"14917BC402","HOSE","1/31/2015 5:30","1","68.43","",""
"14918W0400","CONNECTOR,A","10/3/2015 5:30","1","1.12","",""
"149199U20B","BRACKET-HOSE","4/1/2015 5:30","1","6.30","",""
"149301HC0A","VALVE ASSY-PURG","1/31/2015 5:30","1","93.15","",""
"149301KA0A","VALVE ASSY-PURG","1/31/2015 5:30","1","68.09","",""
"149500004R","CANISTER ASSY-E","4/1/2015 5:30","1","80.49","",""
"149501HS0A","CANISTER ASSY-E","1/31/2015 5:30","1","5.31","",""
"149502437R","CANISTER ASSY-E","11/15/2018 5:30","1","30.77","",""
"149504187R","CANISTER EVAPO","1/22/2019 5:30","1","7.17","",""
"149505891R","CANISTER ASSY-E","7/23/2019 5:30","1","7.77","",""
"149507892R","CANISTER ASSY-E","1/22/2019 5:30","1","31.78","",""
"149508548R","CANISTER EVAPO","2/13/2019 5:30","1","8.45","",""
"149509035R","CANISTER ASSY-E","1/22/2019 5:30","1","31.78","",""
"149523561R","SUPT COMPL-GAS","1/22/2019 5:30","1","4.19","",""
"1495600Q1F","VALVE-ASSY","5/21/2019 5:30","1","43.90","",""
"1495600Q1G","VALVE ASSY-SOLE","5/21/2019 5:30","1","357.93","",""
"149566215R","SOL-TURBO CONT","1/22/2019 5:30","1","49.71","",""
"149567084R","SOL-TURBO CONT","1/22/2019 5:30","1","67.55","",""
"149567097R","SOL-TURBO CONT","4/1/2015 5:30","1","78.52","",""
"149568021R","SOL-TURBO CONT","1/22/2019 5:30","1","51.05","",""
"149570222R","SUPT-TURBO CONT","2/26/2015 5:30","1","9.26","",""
"149572581R","SUPT-TURBO CONT","1/22/2019 5:30","1","7.62","",""
"149572953R","SUPT-TURBO CONT","1/22/2019 5:30","1","9.86","",""
"149573AD0A","BRKT-SOL VALVE","3/4/2015 5:30","1","1.25","",""
"14957BJ90A","BRACKET-SOLENOI","1/31/2015 5:30","1","75.33","",""
"14957JG70A","BRACKET-SOLENOI","4/1/2015 5:30","1","8.45","",""
"150001563R","PUMP COMPL-MOTO","4/12/2017 5:30","1","146.23","",""
"150003395R","PUMP-ENGINE OIL","1/22/2019 5:30","1","185.90","",""
"150004492R","PUMP-ENGINE OIL","6/2/2015 5:30","1","152.39","",""
"150004776R","PUMP-ENGINE OIL","1/22/2019 5:30","1","12.60","",""
"150005392R","PUMP COMP-MOTOR","4/5/2017 5:30","1","146.23","",""
"150008247R","PUMP-ENGINE OIL","1/22/2019 5:30","1","185.90","",""
"150009719R","PUMP COMPL- MOT","9/18/2019 5:30","1","68.13","",""
"1501000Q1J","ASSY OIL PUMP","10/3/2015 5:30","1","115.34","",""
"1501000Q3A","ASSY OIL PUMP..","4/1/2015 5:30","1","114.21","",""
"150101HC1A","PUMP ASSY-OIL..","4/1/2015 5:30","1","31.90","",""
"150101HC1B","PUMP ASSY-OIL.","1/13/2017 5:30","1","31.90","",""
"150101HC1C","PUMP ASSY-OIL.","5/21/2019 5:30","1","34.18","",""
"150102231R","PUMP ASSY-ENGIN","1/22/2019 5:30","1","185.90","",""
"150103110R","OIL PUMP ASSY","11/15/2018 5:30","1","54.40","",""
"150103AA0A","PUMP ASSY-OIL","1/31/2015 5:30","1","93.39","",""
"150104919R","ENG OIL PUMP","1/22/2019 5:30","1","56.19","",""
"150107151R","PUMP ASSY-ENGIN","1/22/2019 5:30","1","109.88","",""
"150108069R","OIL PUMP ASSY","1/22/2019 5:30","1","56.19","",""
"150108334R","OIL PUMP ASSY","1/22/2019 5:30","1","185.90","",""
"150109834R","PUMP ASSY-ENGIN","1/22/2019 5:30","1","185.90","",""
"150411838R","CHAIN-OIL PUMP","9/14/2019 5:30","1","6.80","",""
"150413RA0A","CHAIN ASSY-OIL","1/31/2015 5:30","1","18.93","",""
"15041ED000","CHAIN-BALBANCER","1/31/2015 5:30","1","13.55","",""
"15041EE50B","CHAIN ASSY-OIL","1/31/2015 5:30","1","18.19","",""
"150431HC0A","SPROCKET-OIL PU","1/31/2015 5:30","1","34.92","",""
"150431KT1A","SPROCKET-OIL PU","1/31/2015 5:30","1","6.98","",""
"150438AA0A","SPROCKET-OIL PU","9/21/2016 5:30","1","2.53","",""
"150504872R","STRAINER-OIL PU","7/24/2019 5:30","1","3.70","",""
"150505141R","STRAINER-OIL PU","4/5/2017 5:30","1","17.66","",""
"150509554R","STRAINER-OIL PU","1/22/2019 5:30","1","2.97","",""
"150538676R","GSKT-STRAINER,","1/22/2019 5:30","1","0.48","",""
"150560163R","SEAL-OIL CIRCUI","1/22/2019 5:30","1","0.36","",""
"150565634R","SEAL-OIL CIRCUI","1/22/2019 5:30","1","0.36","",""
"150661HS0A","RING-O","10/3/2015 5:30","1","1.12","",""
"150661HS1A","RING-O","10/3/2015 5:30","1","0.60","",""
"1506631U00","GSKT-OIL PUMP,C","1/31/2015 5:30","1","4.82","",""
"1506631U02","RING-O.","1/31/2015 5:30","1","4.82","",""
"150663AA0A","RING-O","10/3/2015 5:30","1","1.12","",""
"150663AA1A","RING-O","10/3/2015 5:30","1","1.12","",""
"150663RC6A","RING-O","11/14/2015 5:30","1","3.09","",""
"150663RC6C","RING-O","11/14/2015 5:30","1","3.09","",""
"150664W000","RING-O","1/31/2015 5:30","1","4.84","",""
"15066ED000","RING-O","1/22/2019 5:30","1","2.80","",""
"15099EY00A","SCREW","12/20/2016 5:30","1","1.12","",""
"150A03157R","KIT, OIL PUMP D","1/22/2019 5:30","1","96.93","",""
"150A09501R","KIT, OIL PUMP D","4/1/2015 5:30","1","182.63","",""
"1514600Q0D","GUIDE-OIL LEVEL","4/1/2015 5:30","1","13.91","",""
"151888146R","SCR -EYE, TURBO","1/22/2019 5:30","1","6.97","",""
"151921511R","TUBE-OIL FEED,","1/22/2019 5:30","1","30.30","",""
"151926900R","TUBE-OIL FEED,","1/22/2019 5:30","1","43.40","",""
"151927553R","TUBE-OIL FEED,","1/22/2019 5:30","1","43.40","",""
"151929167R","TUBE-OIL FEED,","1/22/2019 5:30","1","30.30","",""
"151929476R","TUBE-OIL FEED,","1/22/2019 5:30","1","43.62","",""
"1519300QAA","GASKET-RETAINER","1/31/2015 5:30","1","5.64","",""
"152003AA1A","FLTR ASSY-OIL.","9/9/2016 5:30","1","13.16","",""
"152009645R","ELEMENT-OIL CIR","1/22/2019 5:30","1","7.75","",""
"15200AR000","FILTER ASSY-OIL","1/31/2015 5:30","1","13.33","",""
"15200ED00A","FILTER ASSY-OIL","1/31/2015 5:30","1","22.33","",""
"15200EN20A","FLTR ASSY-OIL","1/31/2015 5:30","1","67.85","",""
"152081HC0A","ELEMENT ASSY-OI","9/4/2018 5:30","1","2.86","",""
"152085758R","FILTER-OIL","1/22/2019 5:30","1","7.75","",""
"1520865F0A","FILTER ASSY-OIL","5/21/2019 5:30","1","9.26","",""
"152087293R","FILTER-OIL","7/24/2019 5:30","1","2.81","",""
"152088127R","FILTER-OIL","1/22/2019 5:30","1","1.51","",""
"152089F60A","FILTER ASSY-OIL","12/20/2016 5:30","1","3.66","",""
"152108512R","RECLAIMER-ENG O","1/22/2019 5:30","1","19.22","",""
"1521331U00","STUD-OIL FLTR","1/31/2015 5:30","1","7.89","",""
"152413953R","VALVE-PRESS REL","7/24/2019 5:30","1","2.75","",""
"152551HC0A","CAP ASSY-OIL FI","1/31/2015 5:30","1","0.82","",""
"152554366R","CAP ASSY-FILLER","4/1/2015 5:30","1","15.92","",""
"161191HC0D","CHMBR-THROT","5/21/2019 5:30","1","147.86","",""
"161191HC0E","CHMBR-THROT","1/31/2015 5:30","1","154.90","",""
"161191KA1B","CHMBR-THROT","1/22/2019 5:30","1","130.17","",""
"161191KT0B","CHMBR-THROT","1/31/2015 5:30","1","132.57","",""
"161192787R","CHAMBR-THROTTLE","1/22/2019 5:30","1","192.92","",""
"161201190R","UNIT-MOTOR DRIV","4/1/2015 5:30","1","370.08","",""
"161208051R","UNIT-MOTOR DRIV","1/22/2019 5:30","1","35.17","",""
"1612116900","GSKT-INTAKE MAN","4/1/2015 5:30","1","8.02","",""
"161222970R","SCREW-THROTTLE","1/22/2019 5:30","1","1.67","",""
"16132J170A","NUT-HEX W/PLAST","1/13/2017 5:30","1","0.69","",""
"161751HC0A","K GSKT-THROT CH","4/4/2016 5:30","1","1.46","",""
"161751HC5A","K GSKT-THROT CH","1/31/2015 5:30","1","1.46","",""
"161752788R","GSKT-THROTTLE U","4/1/2015 5:30","1","7.20","",""
"161754360R","GSKT-THROTTLE U","1/22/2019 5:30","1","0.25","",""
"161757436R","GSKT-THROTTLE U","1/22/2019 5:30","1","4.88","",""
"161758552R","GSKT THROTTLE U","1/22/2019 5:30","1","0.53","",""
"16175ED01A","K GSKT-THROT CH","1/31/2015 5:30","1","1.20","",""
"161A05457R","FLAP DISPENSER","1/22/2019 5:30","1","107.31","",""
"162641HA0B","BRACKET-FUEL HO","1/31/2015 5:30","1","2.63","",""
"162641HA0C","BRACKET-FUEL HO","1/31/2015 5:30","1","1.89","",""
"162643AD0A","BRACKET-FUEL HO","1/31/2015 5:30","1","2.98","",""
"162651331R","PROTR-FUEL TUBE","5/30/2015 5:30","1","17.12","",""
"162651HA0B","PROTECTOR-FUEL","3/4/2015 5:30","1","2.72","",""
"162651HC0A","PROTECTOR-FUEL","1/31/2015 5:30","1","2.47","",""
"162651HC0B","PROTECTOR-HOSE","1/31/2015 5:30","1","3.95","",""
"162651HC0C","PROTECTOR-FUEL","11/22/2019 5:30","1","1.84","",""
"162651HS0A","PROTECTOR-HOSE","3/4/2015 5:30","1","4.84","",""
"162651KT0A","PROTR-FUEL TUBE","1/31/2015 5:30","1","3.41","",""
"162653AA0A","PROTR-FUEL CONN","1/31/2015 5:30","1","8.98","",""
"1640000Q0J","SENSOR ASSY","1/31/2015 5:30","1","40.70","",""
"1640000Q0K","STRAINER ASSY-F","12/20/2016 5:30","1","40.45","",""
"1640000QAV","STRAINER ASSY-F","12/20/2016 5:30","1","29.81","",""
"164001149R","FILTER-DIESEL","1/22/2019 5:30","1","83.65","",""
"164002670R","KIT DSL FUELFTR","1/22/2019 5:30","1","64.31","",""
"164003643R","FILTER-DIESEL","1/22/2019 5:30","1","61.39","",""
"164004042R","DIESEL FILTER","1/22/2019 5:30","1","60.57","",""
"164005483R","FUEL FILTER ASS","11/25/2018 5:30","1","76.40","",""
"164006797R","FUEL FILTER ASS","6/2/2019 5:30","1","76.40","",""
