"Part #","Description","USD EXW","",""
"73460S04J00","GLASS ASSY L.RR D","0.00","",""
"39106SX8N00","REMOTE","34.09","",""
"90433RJFT00","RETAINER.COTTER","1.52","",""
"81631SDAA01ZC","KNOB L.RE*YR239L*","3.32","",""
"17910S47981","WIRE.THROTTLE","0.00","",""
"76252TG1T01","COVER RH-L. BASE","0.61","",""
"72120SAAJ01ZD","HANDLE AS*YR239L*","8.62","",""
"91501SNA003","CLIP.FR COWL","1.02","",""
"41233RFL010","GEAR FINAL DRIVEN","126.40","",""
"90667S0D003ZC","CLIP TRIM*NH120L*","0.91","",""
"80371SX8T00","STAY DISCHARGE HO","0.60","",""
"74862S84A01","STRIKER.ASSY TRUN","9.00","",""
"84630TC0U01ZA","LNG.TRUNK *NH85L*","28.32","",""
"10002RNTY10","ENG SUB ASSY (BLOCK)","0.00","",""
"22821RPF000","FORK.CLUTCH RLS","18.29","",""
"90568RDK000","WASHER E.26.5MM","3.49","",""
"32117SELW40","WIRE HARN.INST","143.20","",""
"934060801607","BOLT-WASH.","0.33","",""
"79542SX8Y00","CABLE TEMP CONTL","3.96","",""
"72650SWAA01","LATCH ASSY L RR DOOR","162.66","",""
"11300PLC000","COVER ASSY R SIDE","35.91","",""
"74606SNCA00","UNDERCOVER R.FR FLOO","27.93","",""
"37820R49D55","ELECTRONIC CONT UNIT","710.10","",""
"50823S9A013","BRKT.SIDE MT","33.98","",""
"13215PE1004","BRG.E CONNROD","7.52","",""
"37972RCAA01","STAY.THROTTLE WIR","9.47","",""
"11410RZA010","CASE ASSY CHAIN","100.59","",""
"934020601008","BOLT-WASHER.6X10","0.27","",""
"83414TA1Y01ZA","GARN.ACC *NH167L*","3.12","",""
"92201120300H","BOLT HEX 12X30","0.86","",""
"65660SDET00ZZ","FRAME COMP L.REAR","256.30","",""
"08Z01SNLCAT1","CAT CIVIC (50)","5.54","",""
"62TA024","SHOP MANUL SUPPLIMENT","138.31","",""
"72275SM4003","RUNCHANNEL L FR D","0.00","",""
"81855SELJ21ZB","BELT ASSY*NH361L*","9.29","",""
"90666SA0003YU","CLIP.TRIM*NH120L*","0.15","",""
"17132RNAA00","STAY ASSY. INT MNFLD","1.73","",""
"04636TM2K10ZZ","PANEL SET R.RR OUTSIDE","427.60","",""
"00X3ATF0N00","KIT OWNERS MANUAL","2.71","",""
"15100PWA003","PUMP ASSY.OIL","118.42","",""
"91314RE2E01","O-RING.31.2X4.1","1.26","",""
"52610TC5P42","DAMPER ASSY.R RR","76.31","",""
"37820RE2E03","ELECTRONIC CONTROL UNIT","299.13","",""
"22543RJF003","PLATE 1.6.CLUTCH","6.32","",""
"23935R0Z000","SHIM. 72MM E","6.12","",""
"13010RB1000","PISTON SET","49.76","",""
"27586P7W000","PISTON.RVS ACCUM","5.50","",""
"76215TF0D01","SET L.ACTUATOR COMP.","55.60","",""
"91003P21003","BRG.BALL 25X52X14","11.08","",""
"64121S9A300ZZ","PLR R.FR INN UP","67.70","",""
"08L33S9A701X","RUNNING BOARD","288.36","",""
"17130PNA003","VALVE ASSY PCV","16.34","",""
"77625S84A01ZC","LID.SW HO*YR169L*","2.26","",""
"39695SNVH01ZL","SENSOR ASSY.CTR L(H/13DEG)*NH756P*","0.00","",""
"08F56S9A700A","FOG LIGHT GARNISH","121.42","",""
"91319R70A01","O-RING.10.2X1.9","1.26","",""
"39120TC0T01","SPKER ASSY.17CM N","25.97","",""
"950053530010S","TUBE.3.5X265","2.15","",""
"90114TG1T00","PLATE R.HINGE TO WIND ATTACHM","5.98","",""
"64121SX8T00H1","PLR R.FR INN UP","0.00","",""
"72189SR4000","SNAP","1.06","",""
"74172TA0A10","CUSH.RAD MT LWR","5.80","",""
"18030SELT01","SET. EXH SILENCER","74.81","",""
"19103P0A000","HOSE.RESERVE TANK","2.94","",""
"80221TG2K01","SET.VALVE ASSY EXPANSION","30.22","",""
"60617SNLT00ZZ","BRACKET.R FR FENDER","1.38","",""
"90150S04003","BOLT.EARTH 6X16","1.53","",""
"37820RZAN01","ELECTRONIC CONTRO","803.32","",""
"32155SWA000","CORD INTR .","42.06","",""
"72850TA0A01","WTHSTP.L RR DOOR","34.93","",""
"83230SWAX94ZB","SUNVISOR *YR327L*","70.87","",""
"06110PAAA00","GASKET KIT.CYLN H","186.99","",""
"90530RJFT00","WASHER J.50.8MM","5.59","",""
"37821RB0000","BRKT COMP.ECU","3.59","",""
"938930501617","SCREW-WASHER.5X16","0.25","",""
"76206SWAQ21ZC","SET RH-R HOUSING S/T","106.87","",""
"42700TG2003","WHEEL.DISK 14X5J","30.02","",""
"52676S5A004","SEAL.DAMPER MT","4.44","",""
"50810TA1A01","MTG RUB ASSY.ENG","433.15","",""
"08Z01TF0700C","JAZZ EXTERIOR PACKAG","6.96","",""
"52210S9A800","KNUCKLE COMP.R RR","182.45","",""
"13011RZP004","RING SET.PISTON","39.23","",""
"21232P6H010","HANGER A.TRANSMIS","2.86","",""
"80110SDEP01","CONDENSER COMP","311.98","",""
"45251SWWG01","FR BRAKE DISC (16","117.84","",""
"39980SELN01","UNIT ASSY EPS","299.93","",""
"82450TJ5B02ZA","TONGUE. R. RR. SEATBELT OUTER *NH167L*","25.46","",""
"15233PK1000","BOLT.SEALING 20MM","2.20","",""
"41233RG0000","GEAR.FINAL DRIVEN","108.39","",""
"52610SX8N01","DAMPER ASSY R RR","84.01","",""
"75820TM0T10ZA","MUD GUARD R.RR*T99*","6.65","",""
"11822RCAA00","PKG.T/B UPPER FR.","7.27","",""
"90157SA0000","BOLT.WASH 8X25","1.77","",""
"83230SNLP01ZB","SUNVISOR ASSY.R","24.29","",""
"73300S9A900","GLASS ASSY R FR D","164.51","",""
"44300S9A003","BRG ASSY.FR HUB","63.96","",""
"04684SNAU00ZZ","EXTN SET L.FR W/H LW","65.27","",""
"75820S86K00","MUDGUARD R RR","19.59","",""
"17652SA5000","CLIP.FILLER TUBE","1.86","",""
"38829PDFE02","NUT.9MM","0.50","",""
"44726SB8672","WT.BALANCE (30G)","0.67","",""
"00X32SNAN30","EXCL HONDA CARE PROG","0.73","",""
"91003R88003","BRG.NEEDLE 40X68X","23.39","",""
"90506P0Z000","WASHER.SPLINE 38X","8.52","",""
"60431S9A300ZZ","FRAME.BHD UP CTR","37.25","",""
"71103TF0Q01","GRILLE. FR. BUMPER LOWER","9.51","",""
"24210P0S010","FORK COMP.3-4 SHI","59.66","",""
"15112P3RT01","COVER.OIL PUMP","4.44","",""
"22588RCL003","PLATE.CLUTCH END","14.34","",""
"22719PC9000","GUIDE B.FEED PIPE","2.11","",""
"83254TM0T01","PAD ASSY L.RR ROOF S","4.44","",""
"27758PP6020","SPG.SERVO CONTL V","1.60","",""
"91125PRV003","BRG.TAPER L44610","21.23","",""
"44014SDCA51","SET.OUTBOARD JOIN","318.07","",""
"22545R91003","DISK.CLUTCH","17.80","",""
"31206RTA003","ARMATURE COMP","29.69","",""
"41447RDK000","SHIM.85MM H","4.51","",""
"22554PRP003","PLATE.CLUTCH END","13.81","",""
"33150TJ5K51","LIGHT ASSY L HEAD","87.22","",""
"76632SNAA01","BLADE RUBBER","6.32","",""
"22814RDK003","RING SEAL.31MM","4.07","",""
"67651TG1T00ZZ","SKIN.L RR DOOR","67.92","",""
"90164SH3010","BOLT.FLANGE.12X90","3.38","",""
"72610TF0T12","LATCH ASSY.. R. RR. DOOR POWER","23.70","",""
"91003PPT004","BRG.NEEDLE 40X68X","25.12","",""
"82855SEMK01ZA","BELT ASSY*YR239L*","14.68","",""
"82531S9AU01ZA","TRIM COVE*NH167L*","201.68","",""
"21200PL3900","CASE COMP. TRNS","285.72","",""
"76201SX8N00","BASE RH-R","9.18","",""
"19224RNAA01","PULLEY.WATER PUMP","150.02","",""
"76253SDKD32","MIRROR SUB ASSY L","9.82","",""
"74411SELT11","CABLE.F/LID OPEN (RH","4.17","",""
"08F20SX7700L","GLD EMBLEM.1.5+VTI+S","0.00","",""
"19305PR7A00","RUB.THERMO MTG","3.11","",""
"83601S9AU00ZC","FLOOR MAT*YR314L*","82.99","",""
"06531SDAA01","SEAL KIT A.P/S(RO","158.05","",""
"74851SDCY02","LOCK.TRUNK(POWER+","78.19","",""
"32117SX8Q50","WIRE HARN INST","0.00","",""
"46375S9A000","PIPE V COMP.BRAKE","4.73","",""
"08F04TC07P0AX","SIDE UNDER SPOILER","379.82","",""
"31113PWA000","STAY.ACG","0.61","",""
"36536RAAA50","STAY A.AF SENSOR","2.57","",""
"57450TG1T01","SENSOR ASSY FRONT R","19.40","",""
"31200PNDA04","MOTOR ASSY.STARTE","686.24","",""
"32751SEL000","WIRE HARN.DOOR (D","19.50","",""
"91559SP0003","CLIP NUT 6M/M","1.41","",""
"91207639015","OIL SEAL","4.10","",""
"52460SEL010","BRKT L.SUPPORT TR","1.48","",""
"90676TF0003","CLIP.WASHER TUBE","1.56","",""
"17050RAAA00","BASE COMP INJECTOR","150.48","",""
"78541TF0N81ZA","GARNISH A*NH683L*","50.69","",""
"60718S9A300ZZ","EXTN L.FR W/H UP","4.38","",""
"81251SDBA71ZJ","KNOB (A)*YR327L*","2.78","",""
"14627R71A00","ARM ASSY.EXH-B RO","97.98","",""
"23928PS1000","WASHER.28MM","2.90","",""
"06350S9AU20","SET.KEY CYLINDER","641.63","",""
"13215P8AA01","BRG E.CONNROD","7.66","",""
"43244SD2931","RETAINER","3.01","",""
"47365TM2T01","EQUALIZER PIN H PIPE","0.17","",""
"63320SELT00ZZ","GUTTER COMP R RR","37.18","",""
"37822RZA000","SUB BRKT COMP ECU","4.97","",""
"83553SNBU33ZD","BASE COMP L.FR DOOR","0.00","",""
"23411RPC315","SET.LOW GEAR","85.21","",""
"81507TM0003ZA","FOOT COVER RR OUT L.","1.23","",""
"90423RAYA00","WASHER THRUST27X47X5","6.10","",""
"90401PE2003","WASHER. SEALING 10MM","0.89","",""
"52325TA0A01","LINK COMP.STABI L","47.60","",""
"17131REAZ00","TUBE A.PCV","4.19","",""
"79518SD4000","SHAFT TEMP CONTL","15.19","",""
"17659TF0003","TUBE ASSY.SUCTION","68.91","",""
"35100SELT01","LOCK ASSY..STEERI","108.25","",""
"08Z01SEL003P","CITY SPORTY PCG(GREY","424.08","",""
"74899SFYA01","DAMPER.TAILGATE D","23.09","",""
"23986R0Z000","SHIM. 72MM AAD","0.82","",""
"08F04TC07002AAX","MLDG COMP A R SIDE (","4.65","",""
"43022SP0010","SET.PAD RR","0.00","",""
"08E70SX7500","DIGITAL CLOCK","25.38","",""
"57110S4KA51","MODULATOR ASSY","786.92","",""
"04715SNB000ZZ","FACE.RR BUMPER","131.59","",""
"84121TM0T01ZC","GARN ASSY R.CTR PLR","5.87","",""
"32120TG2W10","WIRE HARN. L CABIN","134.59","",""
"83435SDET00ZA","BOX CONSOLE*NH1L*","8.02","",""
"18307TF0013","SLNCR COMP.EXH.","86.50","",""
"75731S84Q00","EMBLEM.RR VTI L","14.28","",""
"91303PY4004","O-RING.119.1X2.3","3.21","",""
"04825SWAA00ZC","BUCKLE SET RR CTR SE","25.72","",""
"9420120220","PIN.COTTER 2.0X22","0.32","",""
"78512SWAA81ZA","CAP BODY COVER","5.06","",""
"04606SND310ZZ","BRKT SET R.FR SUB FR","24.58","",""
"08Z03TC0701A3X","PANEL AS (RH)","34.15","",""
"77285SDCU00ZA","DR INST C*NH361L*","9.19","",""
"11000RB1000","BLOCK ASSY.CYLN","1549.48","",""
"51393SL5013","BUSH FR LWR-ARM","15.61","",""
"52620SX8N03","DAMPER ASSY L RR IZ","68.51","",""
"04603SDBA00ZZ","C/MBR SET.FR BHD","41.18","",""
"13324RNAA02","BRG D.MAIN UPR","7.02","",""
"04603SWA300ZZ","C/MBR SET FR BHD LWR","79.42","",""
"81248SNAK01ZC","COVER.R.RECLING INNE","4.49","",""
"23225PZC000","PLATE.OIL GUIDE","1.70","",""
"22100REA003","FLYWHEEL COMP","190.12","",""
"81638SNAA01ZA","COVER.L.FR.SEAT RECL","8.15","",""
"00X3ASDJN11","KIT OWNERS MANNUAL","4.10","",""
"30510SX0003","CONDENSER COMP","6.19","",""
"04601TG0T01ZZ","PANEL SET.R BHD","25.49","",""
"04603SELJ00ZZ","C/MBR SET.FR BHD","66.37","",""
"34301SNW003","LAMP UNIT","7.35","",""
"72116S9A003","CLIP.ROD","1.77","",""
"77230SELT11ZF","PANEL ASSY.RADIO","55.74","",""
"72140SNBE01ZG","HANDLE ASSY..R.DOOR","45.42","",""
"53537S3VA01","RUBBER STOPPER","2.27","",""
"83791TF0013ZA","BASE L.RR DOOR GRP.L *NH167L*","53.44","",""
"38900RB7Z53","SET.COMPR.CLUTCH","191.18","",""
"83406SDET00ZA","ARMREST C*NH361L*","20.97","",""
"91315PC9004","O RING 6X1.5","0.91","",""
"31202P0C004","SET BOLT","3.68","",""
"08F01SNL7V0X","FR UNDER SPOILER(PRI","34.88","",""
"52611SDAA03","DAMPER UNIT.RR","138.15","",""
"06450S84A00","SET.PAD FR (WITHO","108.49","",""
"08V66TC0AF0D","SENSOR CRYSTAL BLACK P / NH-731P","0.00","",""
"08F53S84600","FINISHER EXH.PIPE","0.00","",""
"84261SWAA01ZC","GARN ASSY L RR SIDE","23.32","",""
"81279SNAA11ZC","COV R U RAIL O YR327","9.97","",""
"13420RAD010","SHAFT COMP.R BALANCE","0.00","",""
"32751SX8N00","WIRE HARN DOOR (D","1.97","",""
"83242TM4H00","BRKT.RR GRAB RAIL (SUN)","1.41","",""
"76868SWA003","TUBE 560","2.80","",""
"60910SX8T01ZZ","FRAME COMP L.FR S","224.55","",""
"63620S9A300ZZ","RNFCT COMP L.S/SI","105.88","",""
"07LAAPT50101","O2 SENSOR SOCKET WRE","86.38","",""
"72315SWAA01ZB","SEAL R FR DOOR OPENI","60.35","",""
"13344PNJT01","BRG D.MAIN LOWER","2.61","",""
"91611SH2003","GROM.SCREW ADJUST","1.26","",""
"91016RDK003","BRG.NEEDLE 40X46X","7.78","",""
"51211TG2T01","KNUCKLE.R FR","28.25","",""
"38562SA0003","JOINT.RR.WASHER","3.08","",""
"91570TA0305","CLIP A.FR WSHLD S","3.43","",""
"71121S86K01","BASE.FR GRILLE","11.70","",""
"74135SEMK01ZC","LEVER ASS*NH167L*","1.83","",""
"71130SM4A01","BEAM FR BUMPER","0.00","",""
"45018TG2T00","FR CALIPER SUB-ASSY R","55.26","",""
"72646TG1T00","BRACKET.R RR DR OUT HANDLE","1.46","",""
"81455TA0U81ZB","BELT ASSY*YR327L*","57.60","",""
"81248SDBA71ZC","COVER R.R*YR239L*","1.45","",""
"76215SWAU41","SET L ACTUATOR COMP.","64.99","",""
"64300SNL305ZZ","PANEL SET R.RR INSID","314.61","",""
"08Z03SELS01GR","SPORTY PACKAGE","0.00","",""
"43373S5A003","BOLT.ADJUSTER L","3.99","",""
"72235TC0003","RUNCHANNEL.R FR D","39.97","",""
"43022SV4G22","SET.PAD RR (9CLP-","127.49","",""
"75830S86K00","MUDGUARD L RR","20.33","",""
"54722S9A981","STRAP.CABLE","0.68","",""
"54308SH3000","BOLT.EXTENSION","1.70","",""
"71124SWAJ31ZA","MLDG UPR A*BG55P*","16.66","",""
"54132SDCA82","KNOB COMP. PUSH","17.41","",""
"42700TM2K60","WHEEL.DISK AL 15X5 1/2J","110.94","",""
"39107TA0A31","SCREW M2.6X5","0.17","",""
"82450SX8N11ZC","BELT ASY OUT RR SEAT","24.23","",""
"22651RPC003","GUIDE COMP.35 CLUTCH","172.05","",""
"71503TJ5K00","GARN R.RR BUMPER","0.61","",""
"13213PAAY01","BRG C.CONNROD","9.57","",""
"17651TC0E02","TUBE.FILLER NECK","51.53","",""
"08P33SX7700C08","L/TRIM CL PL OFF WHT","0.00","",""
"77550TM0T00","FRAME.G-BOX","1.90","",""
"44305TG2T11","SHAFT ASSY. R DRIVE","91.80","",""
"80110S9A013","CONDENSER COMP","415.64","",""
"16450PWCJ01","INJECTOR ASSY. FUEL","102.45","",""
"60211TF0J01ZZ","PANEL R.FR FENDER","44.70","",""
"33951SDEP01HT","LIGHT ASSY. L FOG","63.28","",""
"76505TF0004","MOTOR COM.FR WIPE","58.02","",""
"90213PH3000","NUT HEX CAP 6MM","1.46","",""
"62SEL00","BODY REPAIR MANUAL","216.42","",""
"67050SELT10ZZ","PANEL COMP.L FR DOOR","278.89","",""
"63226SNAA01","SEPARATOR.CTR PLR IN","6.50","",""
"90215TG2003","NUT.HEX 12MM","1.58","",""
"13010PWCJ01","PISTON SET","33.31","",""
"41011PNZ325","T.C.D KIT","1141.29","",""
"90121SR3003","SCREW TAPPING 5X1","0.88","",""
"43247S84A13","ARM R","9.14","",""
"37503R70A00","COVER.CRANK SENSO","8.55","",""
"46920S7A023","M/C ASSY.CLUTCH","92.40","",""
"53608SX8T02","SUB ASSY.G/HSG (R","248.56","",""
"67550TG2K10ZZ","PANEL COMP.L RR DOOR","127.22","",""
"08A60TM2700X","AUDIO REMOTE","0.00","",""
"17045SWAT01","SET.FUEL PUMP MOD","664.95","",""
"36282RZAA00","TUBE AIR ASSIST IN","3.68","",""
"80111SX8T00","BRKT COND MT UP","0.45","",""
"53601S84E03","G/BOX COMP P/S","986.63","",""
"82450TM2D01ZC","BELT ASSY OUT R.RR SEAT","25.88","",""
"75322SNAA01ZD","PROTR COMP L.FR DOOR","19.49","",""
"957011010508","BOLT.FLANGE.10X10","1.10","",""
"52210TA0A00","KNUCKLE COMP.R RE","197.48","",""
"35250SX8N01","SW ASSY COMBI","25.39","",""
"18215S84A11","RUB MT.EXH","18.44","",""
"54316S7D980","STAY COMP.CONTROL","5.86","",""
"72180S9AJ01YN","HANDLE AS*NH691M*","53.30","",""
"24430PPP010","INTERLOCK COMP","12.89","",""
"76208TJ5D21","SET RH-R.MIR.ASSY.","31.00","",""
"934011002008","BOLT-WASH..10X20","0.56","",""
"39120S6MA01","SPEAKER ASSY TWEE","25.31","",""
"32157SELH00","CORD HTR. SUB","6.04","",""
"91569SDA003","CLIP DOOR SUB-SEA","0.33","",""
"53671SNBT02","PIPE COMP B.CYLINDER","14.37","",""
"73455S9A010","GLASS.L RR DOOR Q","37.73","",""
"51391SDAA03","BUSH.COMPLIANCE F","16.60","",""
"83455SWAU01ZB","CONSOLE CTR ASSY","63.93","",""
"54310SNAJ05","WIRE COMP.CHANGE","63.37","",""
"81238SNAA11ZC","COVER REC R.FR SEAT","4.20","",""
"83414TF0J51ZB","BOOT*NH167L    1*","18.58","",""
"22546R02003","DISK. CLUTCH","15.90","",""
"74177ST7000","CUSH.RR BPR SIDE","0.17","",""
"60488S9A300ZZ","BRKT L.FR FENDER","3.93","",""
"12310R70A10","COVER ASSY.CYLN H","129.48","",""
"22710PH0010","PIPE A.FEED","3.96","",""
"43352TG1T01","BLEED SCREW","0.27","",""
"51300SAET01","SPRING STABI FR (22M","22.71","",""
"50830SDAA03","MTG RUB ASSY.ENG","149.24","",""
"77960SWAZ61","UNIT ASSY.SRS","794.20","",""
"90003PLY000","BOLT.FLANGE 8X60","1.49","",""
"14260RCAA01","PULLEY.T/B DRIVEN","31.68","",""
"14510PT0003","ADJUSTER COMP..TI","51.66","",""
"51210TA0Y00","KNUCKLE COMP.R FR","0.00","",""
"60435SX8T00ZZ","PROTR.HOOD WIRE","8.09","",""
"80111S9A000","BRKT L.COND UP","3.03","",""
"41354PG1000","WASH D D/P THRUST","3.93","",""
"11000R50E00C2","ENGINE SUB ASSY-MT","5652.62","",""
"37850PPD911","UNIT.DBW DRIVER","261.31","",""
"82850TM0T02ZC","TONGUE.L.RR.SEATBELT","25.11","",""
"71198SELT11","SPACER L.FR BPR SIDE","3.54","",""
"54117S84003","RUBBER.FLOATING","2.13","",""
"23966P16000","SHIM.78MM.Z","5.25","",""
"33152SM4A01","HOUSING COMP..L.","0.00","",""
"43362SEL003","ROD A.CONNECTING","3.06","",""
"27577PAX000","SPG.TOP ACCUM","4.81","",""
"53537SP0003","SEAL TIE ROD DUST","0.00","",""
"76505TM0T01","MOTOR COMP.FR WIPER","64.50","",""
"72680S9AJ01ZP","HANDLE AS*NH624P*","55.45","",""
"83750SX8T70","LINING L REAR DOOR","112.98","",""
"72145SWAA01","CYLINDER R DOOR","54.29","",""
"91307PA9003","O-RING","1.74","",""
"01468SDE000","SET.RR BRAKE HOSE L(","11.94","",""
"17254RCAA00","RUBBER B.SEAL","5.90","",""
"44351S7CJ11","DAMPER.DYNAMIC","21.50","",""
"19511RE2E01","CLIP.WATER HOSE","0.53","",""
"22579RJB003","PLATE.CLUTCH END","12.58","",""
"12310RNAA01","COVER COMP.CYLN HEAD","95.39","",""
"67866SX8003ZM","TAPE.L RR D*B73M*","5.45","",""
"67121SELT001H1","PANEL R FR DOOR","26.28","",""
"90011RPF000","BOLT.SPECIAL 16X25","2.32","",""
"16610PWA030","DAMPER SET.PULSATION","118.38","",""
"32411SWA000","BRKT STARTER CABLE","1.51","",""
"32117RAA003","HOLDER.CORR 15MM","1.77","",""
"04317TM2N01","KIT SHOE HOLD DOWN","2.27","",""
"27400P48843","BODY ASSY..SERVO","243.69","",""
"0H1601ST5T00AA","FUEL FILTER","0.00","",""
"65626TA0A00ZZ","LWR PLATE R.REAR","3.39","",""
"35251SCCJ11","SW BODY COMP","3.71","",""
"80872ST7000","O-RING 1/2MM","0.96","",""
"75322SNAA01ZN","PROT COMP L FR DR*T9","18.29","",""
"64521S9A300ZZ","PLR L.FR INN UP","60.71","",""
"80271S86K00","HOSE DRAIN","0.91","",""
"76645SX8T000M1","ARM & BLADE WSHLD","0.00","",""
"83230TM0T41ZB","SUNVISOR ASSY.R*YR23","11.38","",""
"44721SH0A01","WT.BALANCE (10G)(","0.45","",""
"957010801608","BOLT.FLANGE.8X16","0.06","",""
"39154S7A013","PAD","3.17","",""
"50890SWAA81","TORQUEROD LWR(AT)","73.13","",""
"90543S50004","WASHER.SPRING","0.74","",""
"21811P7W010","PACKING.TC CASE","20.99","",""
"80211TC0Z41","SET.EVAPORATOR CO","332.15","",""
"38221SNAA81","BLADE FUSE.30A (LOWP","1.40","",""
"35118TC0T00","BLANK-KEY COMP IMMOBI&KEYLESS","168.26","",""
"72612SFA000","CAP.CHILD LOCK","1.17","",""
"79502SNNH01ZA","PANEL ASSY.FAN","4.32","",""
"17220RMAE00","ELEMENT ASSY.AIR/","19.78","",""
"91006PRV003","BRG.TAPER 40X68X1","20.30","",""
"15400PR3014","OIL FILTER CARRI","2.19","",""
"75830S9A901","MUD GUARD L RR","23.74","",""
"23954PL3B00","SHIM 70MM X","5.43","",""
"44732SDET00","CAP ASSY.WHEEL CT","14.98","",""
"14111PADG00","CAMSHAFT","345.64","",""
"21511PRP000","STAY A.HARNESS","1.67","",""
"75722TM0T00","EMBLEM.RR CITY","2.16","",""
"64520SV4300ZZ","PLR COMP L.FR INN","0.00","",""
"90168SX8T00","BOLT.RADIUS ROD 1","2.90","",""
"32108SX8N29","WIRE HARN. REAR","33.09","",""
"71501TG2K00ZZ","FACE.RR BUMPER","54.84","",""
"08U35TF0711","RR SELF","154.96","",""
"53418S5A003","WASHER DISK","2.11","",""
"16731R70A02","STAY COMP.FUEL","7.45","",""
"90017PWAG01","BOLT-WASH.14X36","7.76","",""
"11000REAZ00","BLOCK ASSY.CYLN","1337.96","",""
"81129TA0A43","COVER.R.LUMBAR MOTOR","3.21","",""
"91659SP0003","CLIP TUBE 7MM","1.10","",""
"50915S84A81","STAY.ECM SOL","2.05","",""
"35765SH3013","SW COMP.P/W SUB","31.33","",""
"91301R40A01","O-RING","0.67","",""
"32110RB0Z51","ENG HARN","157.43","",""
"43368TM2T01","LEVER PAWL","0.78","",""
"13215PE0003","BRG.E CONNROD","9.00","",""
"35113TG2U01","KEY CASE TOP COMP..T/M","36.60","",""
"54100S9A003","SUB ASSY..CHANGE","71.40","",""
"S70219XLFK0S0","SIDE SPOILER","87.30","",""
"16015SDHH00","REGULATOR ASSY","25.71","",""
"22100REA013","FLYWHEEL COMP","170.37","",""
"33303SAA003","SOCKET COMP (T20","1.59","",""
"41371PPS000","SHIM.76MM.L","4.65","",""
"77970SWAE11","SENSOR ASSY.SIDE","75.11","",""
"27575P3V000","SPG B.TOP ACCUM","1.70","",""
"23935PL3B00","SHIM 70MM E","5.43","",""
"934050603508","BOLT-WASH 6X35","0.53","",""
"37820RD7N63","ELECTRONIC CONTROL UNIT","388.01","",""
"957010606502","BOLT.FLANGE 6X65","0.98","",""
"61500S9A310ZZ","DASHBOARD LWR COM","352.71","",""
"80213TF0G01","SET.VALVE ASSY EXPAN","83.76","",""
"27221PL4000","VALVE.REGULATOR","13.60","",""
"60914SELT00ZZ","BRKT L.BHD LWR C/","7.91","",""
"50670SDBA01","BRKT.UP TRNS MT (","46.50","",""
"90111SAA003","BOLT-WASH.8X82","2.61","",""
"18S100E5","PART CATALOGUE CRV","0.00","",""
"90202PZ9000","NUT.HEX 27MM","3.67","",""
"34156SM4P02","HOUSING COMP.L","0.00","",""
"60262SWAA00ZZ","STAY L FENDER FR","5.80","",""
"32745RZPG00","STAY E.ENG HARN","2.87","",""
"01464SNAA01","SET.FR BRAKE HOSE R","24.45","",""
"81580SWAU52ZA","ARM REST ASSY L FR S","250.78","",""
"67651TM0305ZZ","SKIN SET L RR DOOR","100.24","",""
"23982PPP900","SHIM.35 AB","3.74","",""
"06350SNND01","SET KEY CYLINDER","125.09","",""
"31200PNDA02","MOTOR ASSY.STARTE","536.94","",""
"44010SR3020","DRIVESHAFT SET.R","0.00","",""
"72640S9AJ01ZS","HANDLE ASS*R522P*","46.09","",""
"46392SFB003","CLIP.BRAKE PIPE","2.78","",""
"71700SNDJ01ZE","SPOILER ASSY.TRUNK*N","261.55","",""
"77930S9AN81","SENSOR ASSY.FRONT","67.11","",""
"30530P8FA01","SENSOR ASSY.KNOCK","109.48","",""
"83404TM0T51ZC","HINGE COVER","1.10","",""
"46151SB2003","YOKE.PUSH ROD","3.91","",""
"08Z03SELW02BL","WOODY PACKAGE 2 (GXI","0.00","",""
"23968P21000","SHIM.72 AL","5.71","",""
"16431RTAJ01","GASKET LOWER CASE","7.21","",""
"11942PM6H00","STAY.EXH MNFLD","4.28","",""
"13342RNAA02","BRG B.MAIN LWR","7.02","",""
"13407P0A000","SPG.B-BELT ADJ.","2.04","",""
"81536SDAA01","FRAME COMP L.FR C","33.24","",""
"78156TA0A01","LENS METER","7.06","",""
"72133TM2K01","CABLE.FR DOOR LOCK","1.42","",""
"90331SD5003","NUT.SPRING.5MM","1.24","",""
"21110R36305","CASE COMP.TC(PART","363.19","",""
"60400SELJ00ZZ","BULKHEAD COMP.FR","162.94","",""
"80410SAAE02ZD","SW ASSY.AIRCON","12.00","",""
"52320SNAA01","LINK COMP.STABI R RR","37.13","",""
"91598S84A01","CLIP.FUEL PIPE","1.58","",""
"76268SX8T04","HOUSING COVER L","0.89","",""
"71104TF0900ZK","COVER.FR TOWING HOOK*NH578*","0.84","",""
"83542TM0T01ZC","COVER R.FR ARMREST","3.28","",""
"72235SNAA21","RUNCHANNEL.R FR D","36.12","",""
"17152RAAA00","RUBBER.BRTHR JOIN","1.34","",""
"44014TA0A51","SET.OUTBOARD JOIN","233.33","",""
"15400PR3305","SET OIL FILTER","2.36","",""
"83733SEMK00ZA","LINING CO*NH167L*","28.79","",""
"11410PNC000","CASE ASSY.CHAIN","99.49","",""
"37238SD2A00","SOCKET ASSY..BULB","1.93","",""
"74662SAA0000","SEAL RUBBER","0.27","",""
"76563TG1T01","PIVOT CAP B","0.21","",""
"46997S84E00","CLAMP.CLUTCH PIPE","3.19","",""
"23431PWLB00","GEAR.COUNTER 2ND","67.63","",""
"42700SNLT01","WHEEL.DISK 15X6J","28.11","",""
"90667SA7003K2","CLIP.MAT *YR239L*","0.00","",""
