S. No.,Part No.,Description,USD Price,
4732,64.90030-0044,FLANGE BOLT M8X80-10.9 MAN183B1 DIN6921,0.27,
4733,64.90030-0045,BOLT M12X70-10.9 MAN183-B1 DIN 6921,0.45,
4734,64.90030-0048,HEX FLANGE BOLT M8X35 DIN 6921,0.15,
4735,64.90030-0049,FLANGE BOLT M8X25-10.9 MAN183-B1 DIN6921,0.13,
4736,64.90030-0050,FLANGE BOLT M10X50-10.9 PHR DIN6921,0.24,
4737,64.90030-0051,FLANGE BOLT M8X45-10.9 MAN183-B1 DIN6921,0.18,
4738,64.90030-0053,FLANGE BOLT M10X65-10.9 MAN183B1 DIN6921,0.40,
4739,64.90030-0055,FLANGEBOLT M10X110-10.9 MAN183B1 DIN6921,0.53,
4740,64.90030-0056,FLANGE BOLT M12X40-10.9 MAN183B1 DIN6921,0.36,
4741,64.90030-0057,FLANGE BOLT M12X75-10.9 MAN183B1 DIN6921,0.60,
4742,64.90030-0058,FLANGE BOLT M8X65-10.9 MAN183-B1 DIN6921,0.24,
4743,64.90030-0059,FLANGE BOLT M8X90-10.9 MAN183-B1 DIN6921,0.31,
4744,64.90030-0060,FLANGE BOLT M8X20-10.9 MAN183-B1 DIN6921,0.11,
4745,64.90030-0062,FLANGE BOLT M8X40-10.9 MAN183-B1 DIN6921,0.18,
4746,64.90030-0063,FLANGE BOLT M8X100-10.9 MAN183B1 DIN6921,0.34,
4747,64.90030-0064,FLANGE BOLT M6X30-10.9 MAN183-B1 DIN6921,0.09,
4748,64.90030-0065,SCREW M8X50 DIN912-12.9 PHR,0.15,
4749,64.90030-0067,BOLT  M10X35-10.9 MAN183-B1 DIN 6921,0.24,
4750,64.90030-0086,CAP SCREW (233043),0.96,
4751,64.90030-0087,CAP SCREW  (330194),0.34,
4752,64.90030-0088,CAP SCREW (330135),0.51,
4753,64.90030-0101,ALLEN BOLT M16X2X130 (625 000 020 078),3.76,
4754,64.90030-0102,FLANG BOLT M12X1.75x130 DIN6921-10.9 PHR,1.76,
4755,64.90040-0002,SCREW M10X25 DIN 7991-8.8 MAN183-B1,0.24,
4756,64.90040-0005,SCREW M8X25 DIN 7991-8.8 A2C,0.05,
4757,64.90040-0006,SCREW M6X12 DIN 7991-8.8 A3R,0.04,
4758,64.90040-0007,SCREW M5X10-4.8H MAN183-A2C DINENISO7045,0.02,
4759,64.90040-0008,SCREW M5X16-4.8H MAN183-A2C DINENISO7045,0.02,
4760,64.90040-0009,SCREW M5X25-4.8H MAN183-A2C DINENISO7045,0.05,
4761,64.90040-0010,SCREW M4X10 4.8H -A2R DIN EN ISO 7045,0.02,
4762,64.90040-0011,SCREW M4X20 4.8H A2R DINENISO7045,0.02,
4763,64.90040-0014,SCREW M6X12-4.8H A2R DINENISO7045,0.02,
4764,64.90040-0018,SCREW ST4.8X13-C MAN183-A3C DIN7976,0.02,
4765,64.90040-0021,SCREW 4.8X19-CH  DIN 7981 A3C,0.02,
4766,64.90040-0022,SELF TAPING SCREW 4.2X13F-H A3C DIN 7981,0.02,
4767,64.90040-0024,SCREW 4.2X16 DIN 7981 C-H A3R,0.02,
4768,64.90040-0026,SCREW 4.2X38 DIN 7981 C-H A3R,0.02,
4769,64.90040-0027,SCREW 4.2X50  DIN 7981 C-H A3R,0.05,
4770,64.90040-0030,SCREW ST4.8X25CH MAN183-A3R DIN 7981,0.04,
4771,64.90040-0031,SCREW 6.3X25  DIN 7981 C-H A3R,0.04,
4772,64.90040-0032,SCREW 4.2X25  DIN 7981 C-H A3R,0.02,
4773,64.90040-0033,SCREW 4.2X25 DIN 7982 C-H A2C,0.02,
4774,64.90040-0034,SCREW 4.2X16 DIN 7983 C-H A3R,0.02,
4775,64.90040-0035,SCREW 4.8X16  DIN 7983 C-H A3R,0.02,
4776,64.90040-0037,OVAL HEAD SCREW D4X16 M 3299 A3R,0.02,
4777,64.90040-0038,SELF TAPING SCREW 4.2X22  DIN 3296 A3R,0.04,
4778,64.90040-0039,SELF TAPING SCREW 4.8X16  M 3296 A3R,0.07,
4779,64.90040-0040,SELF TAPING SCREW 4.8X32  M 3296 C-A3R,0.07,
4780,64.90040-0041,SELF TAPPING SCREW ST4.2X16C-A3C DIN6928,0.04,
4781,64.90040-0043,S.T.S  B6.3X22  DIN7976 A3C,0.05,
4782,64.90040-0044,SELF TAPPING SCREW 6.3X32 DIN 7981 A3R,0.04,
4783,64.90040-0056,SCREW 5X10-8.8H MAN183-A2R DINENISO7045,0.02,
4784,64.90040-0062,SCREW ST4.2X22-C-H MAN183-A3R DIN 7983,0.02,
4785,64.90070-0006,CHHS AM5X15  DIN84-4.8  A3C,0.02,
4786,64.90070-0007,OHS M8X35 DIN 966 -4.8 A3C,0.07,
4787,64.90070-0018,CHHS AM5X12  DIN84-4.8 A3C,0.02,
4788,64.90070-0019,CHHS AM4X20 DIN84-4.8 A3C,0.02,
4789,64.90201-0003,STUD M10X25-SD,1.16,
4790,64.90201-0006,STUD M8X70-8.8 DIN 939,0.15,
4791,64.90201-0007,STUD M8X90-8.8 DIN 939,0.20,
4792,64.90201-0008,STUD M8X40-8.8 DIN 939,0.15,
4793,64.90201-0009,STUD M10X28 -8.8 ZNPHR3F DIN 835,0.20,
4794,64.90201-0010,STUD M6X16-8.8-ZNPHR3F DIN 835,0.07,
4795,64.90201-0011,CENTRAL STUD (7632 016 802),1.58,
4796,64.90201-0016,STUD M8X35 DIN 835-8.8 ZNPHR3F,0.09,
4797,64.90201-0017,STUD M8X95-8.8 DIN 939,0.25,
4798,64.90201-0021,STUD M8X1.25x535 (ADBLUE TANK),2.41,
4799,64.90310-0001,LOCKING BOLT M24X1.5,0.51,
4800,64.90310-0007,LOCKING BOLT M24X1.5-ST-ZNPHR3F DIN 906,0.22,
4801,64.90310-6001,PLUG BREATHER (A1199-A-C001),1.25,
4802,64.90310-6002,BREATHER ASSY ( M421 07 00 00 00 ),0.38,
4803,64.90310-6003,PLUG BREATHER ASSY (A-1199-R-4048),7.81,
4804,64.90405-0001,COLLERED SCREW,0.16,
4805,64.90405-0003,COLLAR SCREW,1.36,
4806,64.90410-0014,SCREW M12X1.5 (12 POINT SOCKET),0.04,
4807,64.90441-0001,EYE BOLT,1.51,
4808,64.90490-0002,LOCK SCREW,0.45,
4809,64.90490-0003,ARTICULATION BOLT,2.03,
4810,64.90490-0005,BOLT M16X2X40 DIN912-10.9 A3C,0.74,
4811,64.90490-0006,CONN ROD BOLT,0.65,
4812,64.90490-0009,SCREW,0.51,
4813,64.90490-0010,SOCKET HEAD BOLT (FOR STRG. LEVER MTG),2.21,
4814,64.90490-0011,SOCKET HEAD BOLT (FOR STRG. ARM MTG),2.12,
4815,64.90490-0012,FITTED BOLT (STEERING GEAR BOX MTG),0.65,
4816,64.90490-0013,FITTED BOLT ( FOR STEERING UJ),0.22,
4817,64.90490-0014,SCREW DIN34800 BM18X1.5X60-10.9 PHR,1.02,
4818,64.90490-0016,SCREW PLUG  M24X1.5 DIN 910-ST A3C,0.93,
4819,64.90490-0018,ARTICULAT BOLT M24,4.41,
4820,64.90490-0019,SCREW  PLUG M14X1.5 DIN 908 ST A3C,0.29,
4821,64.90490-0020,SCREW PLUG WITH MAGNET,1.65,
4822,64.90490-0021,SCREW PLUG,1.53,
4823,64.90490-0022,SCREW PLUG M16X1.5 DIN 910-ST A3C,0.38,
4824,64.90490-0023,RESTORING SCREW,0.11,
4825,64.90490-0027,ARTICULATION BOLT M18X1.5,1.56,
4826,64.90490-0028,ARTICULATION BOLT M18X1.5,1.33,
4827,64.90490-0031,SCREW PLUG ( Filling Plug ),0.44,
4828,64.90490-0032,MAGNETIC PLUG,1.00,
4829,64.90490-0033,HEX COLLAR SCREW M8X20 ST-E-A2C,0.07,
4830,64.90490-0034,CLOSING PLUG M20X1.5-ST-ZNPHR3F DIN 908,0.40,
4831,64.90490-0036,LOCKING SCREW M30X1.5-ST ZNPHR3F DIN 908,0.76,
4832,64.90490-0037,LOCKING BOLT M18X1.5-ST-A3C DIN 908,0.33,
4833,64.90490-0038,CLOSING PLUG M38X1.5-ST-A3C DIN 7604,1.58,
4834,64.90490-0041,LOCKING BOLT A-M14X1.5-ST-A3C DIN 7604,0.24,
4835,64.90490-0042,LOCKING BOLT M18X1.5-ST-A3C DIN 7604,0.31,
4836,64.90490-0043,LOCKING BOLT C-M 10X1-ST-A3C DIN 7604,0.11,
4837,64.90490-0044,LOCKING BOLT CM8X1-5.8 ZNPHR3F DIN 7604,0.09,
4838,64.90490-0045,SCREW PLUG AM18X1.5 MAN-183B1 DIN 7604,0.42,
4839,64.90490-0046,DRAIN PLUG AM12X1.5-ST MAN183-B1 DIN7604,0.24,
4840,64.90490-0047,SCREW PLUG CM8X1 MAN 183 B1 DIN-7604,0.15,
4841,64.90490-0049,PLUG B56 DIN 443 PHR,0.29,
4842,64.90490-0054,HEX.COLLAR BOLT M16X1.5X95 M7.015.01,1.07,
4843,64.90490-0055,LOCK SCREW M14X1.5X95,0.96,
4844,64.90490-0056,HEX HEAD SCREW M10X16C-MK-8.8 A3C MAN222,0.16,
4845,64.90490-0060,SEALING PLUG G8 M655 (AVSEAL-II),1.18,
4846,64.90490-0061,PLUG - DUST SHIELD (1250-A-C001),0.18,
4847,64.90490-0062,PLUG DRAIN MAGNETIC (45-X-1082),3.32,
4848,64.90490-0064,CLOSING PLUG M12X1.5 DIN908 PHR,0.24,
4849,64.90490-0065,SEALING PLUG G6 M655 (AVSEAL-II),1.02,
4850,64.90490-0066,SEALING PLUG G10 M655 (AVSEAL-II),1.25,
4851,64.90490-0071,SCREW PLUG (0770 090 012),0.13,
4852,64.90490-0076,LOCKING BOLT AM 16X1.5-ST A3C DIN 7604,0.29,
4853,64.90490-0077,SCREW PLUG (7723 030 130),1.11,
4854,64.90490-0079,CLAMP BOLT (0203020029),0.29,
4855,64.90490-0080,HEX SOCKET HEAD SCREW (M421 00 19 00 00),0.40,
4856,64.90490-0083,SCREW M14X1.5X50X20-10.9 A3C M701204,0.42,
4857,64.90490-0104,FILLER PLUG (X12-1207),2.07,
4858,64.90490-0105,MAGNETIC PLUG  (226858),5.39,
4859,64.90490-0106,SCREW (330203),1.82,
4860,64.90490-0107,CAP SCREW (330132),0.31,
4861,64.90490-0108,SCREW (330136),0.56,
4862,64.90490-0109,SCREW (330193),1.94,
4863,64.90490-0111,SCREW (330548),2.11,
4864,64.90490-0229,AUS 32 DRAIN PLUG (A035D087),24.02,
4865,64.90490-0231,CENTER BOLT M12X1.5PX168 (14007213),1.65,
4866,64.90490-0401,CENTRE BOLT (14000180),0.84,
4867,64.90490-0405,CAP SCREW (MS-210020-P-1),0.13,
4868,64.90490-0408,CAP SCREW (214441),20.57,
4869,64.90490-0426,S-KIT-2426 GEAR HARDWARE KIT,30.14,
4870,64.90490-0427,S-KIT-C0430 CARRIER MTG FASTNERS KIT,27.61,
4871,64.90490-0429,SCREW-BACK LASH ADJUSTER (8060 030 115),1.00,
4872,64.90490-0431,CLOSING PLUG M22X1.5,0.54,
4873,64.90490-0432,BOLT M24(PARABOLIC LEAF SPRING MTG)L-135,3.27,
4874,64.90490-0433,BOLT M24(PARABOLIC LEAF SPRING MTG)L-145,3.41,
4875,64.90490-0451,PLUG (4303655),1.89,
4876,64.90490-0501,CENTRE BOLT ( 0201020616 ),0.84,
4877,64.90490-0504,SCREW M12X60-10.9-MAN183-PHR DIN 912,0.40,
4878,64.90490-0507,SCREW (756557),0.33,
4879,64.90490-0508,SCREW (44004),0.13,
4880,64.90490-0509,SCREW (DIM) (757990),0.18,
4881,64.90490-0513,BOLT - BRAKE MTG (41-X-C016),0.93,
4882,64.90490-0514,CAP SCREW (MS-206016),24.18,
4883,64.90490-0516,PLUG FOR AIR COMPRESSOR,0.38,
4884,64.90490-0518,ADAPTOR M38 FOR DASHBOARD SENSOR,1.09,
4885,64.90490-0527,SCREW M8X1.25X30-8.8 DIN 912 A2C,0.16,
4886,64.90490-0531,PLUG DRAIN (45-X-C009),3.18,
4887,64.90490-0532,BOLT M8X1.25,0.09,
4888,64.90490-0533,HEXAGON BOLT,2.78,
4889,64.90490-0535,CENTER BOLT M12X1.75-10 (14006007),1.14,
4890,64.90490-0537,SCREW PLUG (8930100304),1.85,
4891,64.90490-4059,SCREW & WASHER ASSEMBLY (X-8L-408),0.25,
4892,64.90490-7001,OIL SLINGER KIT,19.19,
4893,64.90490-7003,KIT C0154 DUST SHIELD MOUNTING FASTENERS,0.96,
4894,64.90490-7004,S  KIT - C0405,5.81,
4895,64.90490-7005,S KIT-C0417,3.52,
4896,64.90490-7006,S-KIT-C0405 PINION CAGE MTG FASTNER KIT,5.17,
4897,64.90490-7007,S-KIT-C0421 INPUT SHAFT KIT,32.35,
4898,64.90490-7009,S KIT C-1807,14.34,
4899,64.90490-7010,S KIT - C702 BRAKE MTG FASTENERS,27.38,
4900,64.90490-7011,S KIT- C 706 OIL SLINGER KIT,15.21,
4901,64.90490-7013,"KIT 707 (MS-210020-P-1,MWA-512)",0.40,
4902,64.90490-7015,PINION CAGE MTG FASTNER KIT,4.10,
4903,64.90490-7017,DIFF. CASE MTG FASTENERS KIT (C-0414),26.58,
4904,64.90490-7018,REAR BRACKET MTG  FASTENERS KIT (C-0156),1.91,
4905,64.90490-7019,AXLE SHAFT  MTG FASTENERS KIT (705),55.45,
4906,64.90490-7020,WHEEL BRG ADJUSTMENT FASTENERS KIT (704),37.02,
4907,64.90490-7021,HARDWARE KIT (8043 633 104),14.85,
4908,64.90490-7022,CARRIER& CAP MTG KIT ( KIT-C0428 ),26.47,
4909,64.90490-7024,FASTNERS & WIRING (26243795),17.47,
4910,64.90490-7025,FASTNERS SEALING KIT (26718044),10.38,
4911,64.90490-7028,S KIT - 707 (MS-210020-P-1+MWA-510),0.36,
4912,64.90490-7029,S KIT - 702,33.17,
4913,64.90490-7030,AXLE SHAFT MTG FASTENERS KIT (S KIT-705A,62.89,
4914,64.90490-7031,REAR BKT MTG KIT (S KIT-C0156 7),2.21,
4915,64.90490-7032,WHEEL BOLT & NUT KIT (S20XC020+S40XC033),9.91,
4916,64.90490-7033,S KIT C-1804,18.12,
4917,64.90490-7034,CARRIER AND CAP MGT FASTNERS KIT,24.38,
4918,64.90490-7035,JAM NUT & THRUST SCREW KIT,3.10,
4919,64.90490-7036,DIFF. CASES MTG FASTNER KIT,26.14,
4920,64.90490-7037,GEAR HARDWARE KIT,21.70,
4921,64.90490-7043,S KIT C1823,55.99,
4922,64.90490-7044,S KIT C1824,3.76,
4923,64.90490-7045,S KIT C-1830,12.27,
4924,64.90490-7047,S KIT 1825,22.44,
4925,64.90490-7048,S KIT 1826,2.25,
4926,64.90490-7049,S KIT C-1809,25.91,
4927,64.90490-7050,S KIT C-0418,26.29,
4928,64.90490-7051,S KIT C-1807 A,14.34,
4929,64.90490-7053,S KIT C-1829,7.26,
4930,64.90490-7054,SKIT 1823A,48.26,
4931,64.90501-0002,HEXAGONAL NUT M22 (REAR SUSPENSION),0.94,
4932,64.90501-0003,"HEX NUT M12 X 1,5-8 DIN 934 MAN 183-B1",0.09,
4933,64.90501-0004,HEX NUT BM14X1.5-05 DIN439 MAN183-A3C,0.09,
4934,64.90501-0009,HEX NUT BM10-04 DIN439 MAN183-A3C,0.05,
4935,64.90501-0010,LOCKING  NUT M16X1.5  ZFN99,5.25,
4936,64.90501-0013,NUT AM10X1.25 M7.112.60-10 MAN183B1,0.16,
4937,64.90501-0015,HEX LOCK NUT AM10-8 M7.112.60 MAN183-B1,0.11,
4938,64.90501-0018,"NUT M8-10 , M7.112.40-MAN183B1",0.09,
4939,64.90501-0020,"NUT AM20X1.5-8, M7.112.60 , MAN183-B1",0.60,
4940,64.90501-0024,"NUT AM16X1.5-10 , M7.112.60-MAN183B1",0.36,
4941,64.90501-0026,NUT M16X1.5-10 M7.112.40 MAN183 A3C,0.33,
4942,64.90501-0028,NUT AM 8-10 MAN-183-B1,0.07,
4943,64.90501-0032,CHECK NUT M22X1.5 DIN936-8 A3C,0.40,
4944,64.90501-0033,HEX. NUT M8  DIN 439 -6 MAN183-A2C,0.02,
4945,64.90501-0034,LOCK RING M60X1.5-6 DIN 70852,1.83,
4946,64.90501-0038,HEX NUT M10X1.5-8 IS1364 PT.III A3C,0.05,
4947,64.90501-0039,HEX NUT M12X1.75 IS1364 PT.III-8 A3C,0.07,
4948,64.90501-0040,HEX NUT M18X1.5 DIN936-8 A3C,0.24,
4949,64.90501-0047,HEX. NUT M6 DIN 934 M6 LH-8 A2C,0.02,
4950,64.90501-0048,HEX NUT M10-8-A3C DIN 934,0.05,
4951,64.90501-0050,HEX NUT M12X1.5-17H-ZNPHR3F DIN 936,0.15,
4952,64.90501-0051,HEX. NUT M10 MAN 228-8 MAN183-B1,0.20,
4953,64.90501-0054,HEX. NUT BM10  M711260-8 A3C,0.11,
4954,64.90501-0059,HEX NUT A M18X2-8-A3C M7.112.60,0.44,
4955,64.90501-0061,HEX. NUT AM14X1.5-10 M7.112.40  A3C,0.16,
4956,64.90501-0064,HEX NUT M10X1-04 MAN183-B1 DIN 439,0.09,
4957,64.90501-0065,NUT- DRIVE PINION (1227-D-940),6.17,
4958,64.90501-0073,"HEX. NUT AM12X1.5-8  M7.112.60 , A3C",0.11,
4959,64.90501-0074,HEX. NUT AM10 M7.112.60 8 A3C,0.09,
4960,64.90501-0077,COMPANION NUT (20-74-91),4.36,
4961,64.90501-0086,HEXAGON NUT IN CONJUNCTION WITH SPANNER,2.36,
4962,64.90501-0091,FLANGE NUT M14X1.5-10,0.29,
4963,64.90501-0104,"NUT M18X2-10, DIN 934 , A3C",0.18,
4964,64.90501-0105,NUT BM18x1.5 DIN 74361 MAN183-A3C,0.44,
4965,64.90501-0109,HEXAGONAL NUT (0637 009 125),4.10,
4966,64.90501-0110,HEXAGONAL NUT (0770 023 008),0.31,
4967,64.90501-0111,HEX NUT M4X0.7 DIN934-8 A3C,0.02,
4968,64.90501-0112,HEX NUT (0770 023 802),0.13,
4969,64.90501-0116,NUT,0.11,
4970,64.90501-0118,HEX NUT M5-8 MAN183-A2R DIN 934,0.02,
4971,64.90501-0151,NUT M10X1.5 (GMX-9-1005),0.84,
4972,64.90501-0153,CENTRE BOLT NUT (14000922),0.11,
4973,64.90501-0519,NUT - DRIVE PINION (40-X-1233),5.72,
4974,64.90501-0520,SEALING NUT (0770 020 002),1.02,
4975,64.90501-0521,NUT - BRAKE MTG (40-X-C029),0.73,
4976,64.90501-0522,NUT M22X1.5 -9MM. THK.,0.29,
4977,64.90501-0524,HEX LOCK NUT AM18X1.5 -10 A3C M7.112.60,0.44,
4978,64.90501-0526,M18 CHECK NUT (MEM 224),0.22,
4979,64.90501-0531,CENTER BOLT NUT  M12X1.75-10 (1400919),0.13,
4980,64.90501-0532,NUT-INPUT SHAFT (1227J946),56.43,
4981,64.90610-0001,CASTLE NUT M30X1.5,1.47,
4982,64.90610-0002,SLOTTED NUT (3003028901),1.31,
4983,64.90620-0001,CASTLE NUT,6.99,
4984,64.90620-0002,LOCK RING,7.26,
4985,64.90620-0003,HEX NUT M26X1.5-4D ZNPHR 5F DIN 74305,0.34,
4986,64.90620-0016,NYLOC NUT M6X1 N13002-8 A3C,0.02,
4987,64.90620-0017,NUT M26X1.5 FOR COMPRESSOR LINE,0.40,
4988,64.90620-0020,NYLOC NUT M24X15 (625000140017),2.80,
4989,64.90620-0021,CASTLE NUT M24X3 (625000140020),2.94,
4990,64.90620-0023,TENSILOCK NUT M6(FLANGE NUT M6 WITH TEE),0.02,
4991,64.90620-0024,RING LOCK (1229-U-1113),0.13,
4992,64.90620-0051,NUT  (330391),11.20,
4993,64.90650-0001,NUT 4.8,0.07,
4994,64.90650-0002,LOCKING NUT (FUEL TANK),0.71,
4995,64.90650-5007,NUT ASSY FOR JACK MTG,0.56,
4996,64.90660-0003,HEX WELD NUT M10  N73b,0.04,
4997,64.90685-0003,DGE COLLAR NUT (12 POINT),6.25,
4998,64.90685-0009,SNAP NUT M 7.131-60 ST4.8-4 MAN183-A3C,0.05,
4999,64.90685-0014,SLIP ON NUT M6-16X24X4 C45-ZN,0.07,
5000,64.90685-0015,SNAP NUT M 7.131-60 ST4. 8-5 MAN183-A3C,0.07,
5001,64.90685-0016,SNAP NUT 6.3 M 713160 ST6.3-5-SW,0.09,
5002,64.90685-0018,SNAP NUT ST4.8-2 MAN183-B1 M713160,0.05,
5003,64.90685-0019,SNAP NUT ST6.3-4 M 713160 MAN183-B1,0.09,
5004,64.90685-0020,SNAP NUT ST4.2-6  M 713160 MAN183-B1,0.05,
5005,64.90685-0027,NUT DIN 928 M8-ST PHOSPHATED,0.02,
5006,64.90685-0043,SQUARE NUT (85665),0.67,
5007,64.90701-0002,WASHER - BRAKE CAM SHAFT (29140150),0.25,
5008,64.90701-0003,HOSE CLAMP AS121-140-W4 M7.751.30,0.94,
5009,64.90701-0004,HOSE CLAMP AS98-120-W4 M7.751.30,0.85,
5010,64.90701-0006,HOSE CLAMP TL66-79 M3292,2.31,
5011,64.90701-0010,SHIM 0.1MM THK,0.34,
5012,64.90701-0011,SHIM 0.15MM THK,0.51,
5013,64.90701-0012,SHIM 0.2MM THK,0.54,
5014,64.90701-0013,SHIM 0.35MM THK,0.65,
5015,64.90701-0014,SHIM 0.5MM THK,1.98,
5016,64.90701-0015,SHIM 1.0MM THK,1.43,
5017,64.90701-0016,SHIM 0.1MM THK,0.15,
5018,64.90701-0017,SHIM 0.2MM THK,0.09,
5019,64.90701-0018,SHIM 1.0MM THK,0.20,
5020,64.90701-0028,TAB WASHER,0.65,
5021,64.90701-0247,WASHER  VALVE SPRING,0.05,
5022,64.90710-0001,WASHER D9/19/4,0.09,
5023,64.90710-0003,WASHER,0.05,
5024,64.90710-0005,SPRING WASHER,0.15,
5025,64.90710-0007,WASHER  13 DIN 125 200HV A3C,0.09,
5026,64.90710-0008,WASHER  19 DIN 125 200HV A3C,0.13,
5027,64.90710-0009,SPECIAL WASHER,0.13,
5028,64.90710-0010,WASHER D11/21/3,0.07,
5029,64.90710-0011,WASHER,0.07,
5030,64.90710-0012,WASHER 8.4 DIN  9021 140HV A3C,0.02,
5031,64.90710-0028,PLAIN WASHER A12 DIN125-ST A3C,0.02,
5032,64.90710-0030,PLAIN WASHER A17 DIN125-ST A3C,0.05,
5033,64.90710-0031,WASHER A7.4X14X1.6 200HV DIN125 MAN183B1,0.02,
5034,64.90710-0033,WASHER A6.4-200HV A3C DIN 125,0.02,
5035,64.90710-0035,WASHER A15-200HV-A3C DIN 125,0.09,
5036,64.90710-0039,WASHER A8.4X16X1.6 200HV DIN125 MAN183B4,0.04,
5037,64.90710-0042,WASHER 6-100HV-A3C  DIN440/DINENISO7094,0.04,
5038,64.90710-0047,"WASHER 13-140HV , DIN 9021 , A3C",0.07,
5039,64.90710-0048,WASHER A6.4X18X1.6 140HV DIN9021 A3C,0.02,
5040,64.90710-0050,WASHER 4.3X12X1 140HV DIN 9021 A3R,0.02,
5041,64.90710-0053,WASHER 8.4X21X4-ST A3C DIN 7349,0.04,
5042,64.90710-0054,WASHER 10.5-ST-A3C  DIN 7349,0.05,
5043,64.90710-0057,PLAIN WASHER A6.4 DIN9021-ST A3C,0.02,
5044,64.90710-0059,PLAIN WASHER B10.5 DIN9021-ST A3C,0.04,
5045,64.90710-0060,PLAIN WASHER A15 DIN125-ST A3C,0.07,
5046,64.90710-0068,PLAIN WASHER A5.3 DIN125-ST A3C,0.02,
5047,64.90710-0070,WASHER 8-100HV A3C DIN EN ISO 7094,0.07,
5048,64.90710-0072,WASHER D11/35/5,0.25,
5049,64.90710-0073,WASHER D21/30/2.2,0.11,
5050,64.90710-0083,PLAIN WASHER A4.3 DIN125-ST A3C,0.02,
5051,64.90710-0084,WASHER (0770 033 497),0.31,
5052,64.90710-0085,WASHER FOR CONNECTOR (M421 00 23 00 00),0.15,
5053,64.90710-0086,WASHER ( M422 00 11 00 00 ),0.18,
5054,64.90710-0087,WASHER DIN 125-A15 200HV MAN183-B1,0.15,
5055,64.90710-0088,SPACER 30X20X10 (TIPPER ),0.22,
5056,64.90710-0091,PL WASHER A5.3-200HV MAN183-B1 DIN 125,0.02,
5057,64.90710-0102,WASHER 17 DIN:433  140HV  MAN183-B1,0.15,
5058,64.90710-0103,WASHER,0.65,
5059,64.90710-0104,SPACER,0.45,
5060,64.90710-0110,WASHER A19 DIN125-400HV A3C,0.34,
5061,64.90710-0113,WASHER,9.88,
5062,64.90710-0121,WASHER (239436),0.36,
5063,64.90710-2019,SPACER 15.1X25X3.5,0.11,
5064,64.90711-0001,WASHER,0.85,
5065,64.90711-0002,THRUST WASHER,0.15,
5066,64.90711-0004,WASHER (OUTPUT FLANGE),4.12,
5067,64.90711-0005,THRUST WASHER (PLANET GEAR),1.29,
5068,64.90711-0006,THRUST WASHER,3.32,
5069,64.90711-0007,SHIM 1.5MM THK,2.16,
5070,64.90711-0008,SHIM 1.5MM THK,0.33,
5071,64.90711-0009,SHIM 2.5MM THK (29140151),0.31,
5072,64.90711-0010,SHIM 2.0MM THK (29193240),0.25,
5073,64.90711-0011,SHIM 1.5MM THK (29193239),0.31,
5074,64.90711-0012,INDICATOR WASHER (29140149),3.36,
5075,64.90711-0013,SHIM 0.5MM THK (29193238),0.27,
5076,64.90711-0014,WASHER,0.05,
5077,64.90711-0017,WASHER (LAYSHAFT)  2.20,0.62,
5078,64.90711-0018,WASHER (LAYSHAFT)  2.00,0.84,
5079,64.90711-0019,WASHER (LAYSHAFT)  1.75,0.74,
5080,64.90711-0020,WASHER (LAYSHAFT)  1.70,0.74,
5081,64.90711-0021,WASHER (LAYSHAFT)  1.65,0.74,
5082,64.90711-0022,WASHER (LAYSHAFT)  1.60,0.74,
5083,64.90711-0023,WASHER (LAYSHAFT)  1.55,0.74,
5084,64.90711-0024,WASHER (LAYSHAFT)  1.50,0.65,
5085,64.90711-0025,WASHER (LAYSHAFT)  1.45,0.65,
5086,64.90711-0026,WASHER (LAYSHAFT)  1.40,0.69,
5087,64.90711-0027,WASHER (LAYSHAFT)  1.35,0.65,
5088,64.90711-0028,WASHER (FOR OUTPUT FLANGE),71.04,
5089,64.90711-0029,SHIM 1.0 MM (29140082),0.15,
5090,64.90711-0030,SHIM - 0.5 MM (29140084),0.11,
5091,64.90711-7001,KIT 703,74.80,
5092,64.90711-7002,THRUST WASHER KIT (KIT-C0429),17.74,
5093,64.90713-0001,SPACER,0.69,
5094,64.90713-0002,WASHER,0.04,
5095,64.90713-0003,SPACER 30.2X66X2,0.22,
5096,64.90713-0006,SPACER (SURGE TANK MTG),0.09,
5097,64.90713-0009,CONICAL SPRING WASHER,0.42,
5098,64.90713-0010,WASHER,0.05,
5099,64.90713-0012,WASHER,0.15,
5100,64.90713-0015,SPACER (1244-G-787),6.88,
5101,64.90713-0017,CONICAL SPRING WASHAR,0.67,
5102,64.90713-0101,LOCK WASHER (X-3-1000),0.11,
5103,64.90713-0102,WASHER (3316295),1.43,
5104,64.90713-0103,WASHER (3316298),1.47,
5105,64.90713-0502,WASHER FLAT (MWA-510),0.07,
5106,64.90713-0503,LOCK WASHER EXTERNAL (1229-X-518),0.34,
5107,64.90713-0506,WASHER FLAT (1229-T-1554),22.75,
5108,64.90713-0519,WAHSER FLAT (1229-S-1605),6.03,
5109,64.90713-0523,THRUST WASHER (1229-C-2057),1.60,
5110,64.90713-0525,WASHER FLAT (MWA-516),0.22,
5111,64.90713-0543,M22 THRUST RING (CUD 197),0.11,
5112,64.90713-0544,M16 THRUST RING (CUD 196),0.13,
5113,64.90713-0547,WASHER FLAT (1229-T-1736),0.85,
5114,64.90713-6004,SPACER KIT,46.20,
5115,64.90713-7001,KIT C0161,1.69,
5116,64.90713-7002,THRUST WASHER KIT,21.60,
